date,lift_reason,det_facility,city,state,detainer_type
2010-03-19 00:00:00,United States Citizen Interviewed,SIGNAL HILL POLICE DEPT.,SIGNAL HILL,CALIFORNIA,
2010-03-23 00:00:00,United States Citizen Interviewed,SEDGWICK COUNTY JAIL,WICHITA,KANSAS,
2010-04-06 00:00:00,United States Citizen Interviewed,PASADENA CITY JAIL,PASADENA,CALIFORNIA,
2010-04-10 00:00:00,United States Citizen Interviewed,LOS ANGELES COUNTY JAIL-TWIN TOWER,LOS ANGELES,CALIFORNIA,
2010-04-11 00:00:00,United States Citizen Interviewed,MARICOPA COUNTY JAIL,PHOENIX,ARIZONA,
2010-04-13 00:00:00,United States Citizen Interviewed,FRESNO COUNTY JAIL,FRESNO,CALIFORNIA,
2010-04-14 00:00:00,United States Citizen Interviewed,RIVERSIDE COUNTY SHERIFF,RIVERSIDE,CALIFORNIA,
2010-04-16 00:00:00,United States Citizen Interviewed,STANISLAUS COUNTY JAIL,MODESTO,CALIFORNIA,
2010-04-19 00:00:00,United States Citizen Interviewed,"DUTCHESS CO.JAIL,POUGHKEE",POUGHKEEPSIE,NEW YORK,
2010-04-20 00:00:00,United States Citizen Interviewed,HUNTSVILLE STATE P.,HUNTSVILLE,TEXAS,
2010-04-20 00:00:00,United States Citizen Interviewed,MOUNTAINVIEW YOUTH C.F.,ANNANDALE,NEW JERSEY,
2010-04-23 00:00:00,United States Citizen Interviewed,WEST VALLEY,RANCHO CUCAMONGA,CALIFORNIA,
2010-04-23 00:00:00,United States Citizen Interviewed,MADERA CO DEPT OF CORRECT,MADERA,CALIFORNIA,
2010-04-26 00:00:00,United States Citizen Interviewed,FRESNO COUNTY JAIL,FRESNO,CALIFORNIA,
2010-04-27 00:00:00,United States Citizen Interviewed,REEVES COUNTY DET. CENTER III,PECOS,TEXAS,
2010-04-27 00:00:00,United States Citizen Interviewed,FRESNO COUNTY JAIL,FRESNO,CALIFORNIA,
2010-04-27 00:00:00,United States Citizen Interviewed,FRESNO COUNTY JAIL,FRESNO,CALIFORNIA,
2010-04-30 00:00:00,United States Citizen Interviewed,YAZOO CITY FCI,YAZOO CITY,MISSISSIPPI,
2010-05-05 00:00:00,United States Citizen Interviewed,"MCRAE CORRECTIONAL FACILITY, CCA",MCRAE,GEORGIA,
2010-05-06 00:00:00,United States Citizen Interviewed,PIERCE COUNTY JAIL,TACOMA,WASHINGTON,
2010-05-09 00:00:00,United States Citizen Interviewed,MARICOPA COUNTY JAIL,PHOENIX,ARIZONA,
2010-05-11 00:00:00,United States Citizen Interviewed,US MARSHAL - PHOENIX,PHOENIX,ARIZONA,
2010-05-12 00:00:00,United States Citizen Interviewed,LEWISBURG U.S. PEN.,LEWISBURG,PENNSYLVANIA,
2010-05-13 00:00:00,United States Citizen Interviewed,HIDALGO COUNTY JAIL,EDINBURG,TEXAS,
2010-05-21 00:00:00,United States Citizen Interviewed,ASPC ALHAMBRA,PHOENIX,ARIZONA,
2010-05-25 00:00:00,United States Citizen Interviewed,SANTA RITA JAIL,DUBLIN,CALIFORNIA,
2010-05-29 00:00:00,United States Citizen Interviewed,MONTEREY CO. JAIL,SALINAS,CALIFORNIA,
2010-06-03 00:00:00,United States Citizen Interviewed,FRESNO COUNTY JAIL,FRESNO,CALIFORNIA,
2010-06-05 00:00:00,United States Citizen Interviewed,HIDALGO COUNTY JAIL,EDINBURG,TEXAS,
2010-06-07 00:00:00,United States Citizen Interviewed,HUNTSVILLE STATE P.,HUNTSVILLE,TEXAS,
2010-06-07 00:00:00,United States Citizen Interviewed,OTHER-OTHER FACILITY,,,
2010-06-07 00:00:00,United States Citizen Interviewed,"ACI, CRANSTON RI",CRANSTON,RHODE ISLAND,
2010-06-10 00:00:00,United States Citizen Interviewed,OTHER-OTHER FACILITY,,,
2010-06-16 00:00:00,United States Citizen Interviewed,"ACI, CRANSTON RI",CRANSTON,RHODE ISLAND,
2010-06-18 00:00:00,United States Citizen Interviewed,PIMA COUNTY JAIL,TUCSON,ARIZONA,
2010-06-19 00:00:00,United States Citizen Interviewed,SOMERSET COUNTY JAIL,SOMERVILLE,NEW JERSEY,
2010-06-23 00:00:00,United States Citizen Interviewed,FRESNO COUNTY JAIL,FRESNO,CALIFORNIA,
2010-06-24 00:00:00,United States Citizen Interviewed,SANTA RITA JAIL,DUBLIN,CALIFORNIA,
2010-06-25 00:00:00,United States Citizen Interviewed,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2010-07-06 00:00:00,United States Citizen Interviewed,DUPAGE COUNTY JAIL,WHEATON,ILLINOIS,
2010-07-09 00:00:00,United States Citizen Interviewed,FRESNO COUNTY JAIL,FRESNO,CALIFORNIA,
2010-07-09 00:00:00,United States Citizen Interviewed,OTHER-OTHER FACILITY,,,
2010-07-16 00:00:00,United States Citizen Interviewed,"US MARSHALL, WESTERN WI",MADISON,WISCONSIN,
2010-07-25 00:00:00,United States Citizen Interviewed,TEXARKANA FED.CORR.INST.,TEXARKANA,TEXAS,
2010-07-27 00:00:00,United States Citizen Interviewed,FCI VICTORVILLE,VICTORVILLE,CALIFORNIA,
2010-07-29 00:00:00,United States Citizen Interviewed,N.C. DEPT OF CORRECTIONS,RALEIGH,NORTH CAROLINA,
2010-08-04 00:00:00,United States Citizen Interviewed,CCC/SUSANVILLE,SUSANVILLE,CALIFORNIA,
2010-08-07 00:00:00,United States Citizen Interviewed,MARICOPA COUNTY JAIL,PHOENIX,ARIZONA,
2010-08-10 00:00:00,United States Citizen Interviewed,"MCRAE CORRECTIONAL FACILITY, CCA",MCRAE,GEORGIA,
2010-08-11 00:00:00,United States Citizen Interviewed,TULARE COUNTY JAIL,VISALIA,CALIFORNIA,
2010-08-12 00:00:00,United States Citizen Interviewed,ROBERTSON CO. DET.CENTER,SPRINGFIELD,TENNESSEE,
2010-08-27 00:00:00,United States Citizen Interviewed,SCI COAL TOWNSHIP,COAL TOWNSHIP,PENNSYLVANIA,
2010-09-01 00:00:00,United States Citizen Interviewed,ORANGE COUNTY JAIL,ORLANDO,FLORIDA,
2010-09-01 00:00:00,United States Citizen Interviewed,ASPC ALHAMBRA,PHOENIX,ARIZONA,
2010-09-07 00:00:00,United States Citizen Interviewed,DEKALB CO JAIL,DECATUR,GEORGIA,
2010-09-16 00:00:00,United States Citizen Interviewed,ASPC ALHAMBRA,PHOENIX,ARIZONA,
2010-09-16 00:00:00,United States Citizen Interviewed,SANTA CLARA CO MAIN JAIL/,SAN JOSE,CALIFORNIA,
2010-09-17 00:00:00,United States Citizen Interviewed,LOS ANGELES COUNTY JAIL-TWIN TOWER,LOS ANGELES,CALIFORNIA,
2010-09-20 00:00:00,United States Citizen Interviewed,"ACI, CRANSTON RI",CRANSTON,RHODE ISLAND,
2010-09-21 00:00:00,United States Citizen Interviewed,FLORENCE ADMAX US PEN.,FLORENCE,COLORADO,
2010-09-21 00:00:00,United States Citizen Interviewed,MCI HAGERSTOWN,HAGERSTOWN,MARYLAND,
2010-09-25 00:00:00,United States Citizen Interviewed,MIDSTATE CORRECTIONAL,MARCY,NEW YORK,
2010-09-26 00:00:00,United States Citizen Interviewed,"ACI, CRANSTON RI",CRANSTON,RHODE ISLAND,
2010-09-29 00:00:00,United States Citizen Interviewed,HIDALGO COUNTY JAIL,EDINBURG,TEXAS,
2010-10-12 00:00:00,United States Citizen Interviewed,MORRIS COUNTY JAIL,MORRISTOWN,NEW JERSEY,
2010-10-18 00:00:00,United States Citizen Interviewed,HOUSTON POLICE DEPT.,HOUSTON,TEXAS,
2010-10-18 00:00:00,United States Citizen Interviewed,RIVERSIDE COUNTY SHERIFF,RIVERSIDE,CALIFORNIA,
2010-10-19 00:00:00,United States Citizen Interviewed,"ACI, CRANSTON RI",CRANSTON,RHODE ISLAND,
2010-10-25 00:00:00,United States Citizen Interviewed,GEORGIA DEPT OF CORRECTIO,ATLANTA,GEORGIA,
2010-10-26 00:00:00,United States Citizen Interviewed,ADAMS COUNTY DET CENTER,NATCHEZ,MISSISSIPPI,
2010-10-27 00:00:00,United States Citizen Interviewed,SACRAMENTO COUNTY JAIL,SACRAMENTO,CALIFORNIA,
2010-11-10 00:00:00,United States Citizen Interviewed,"US MARSHALS, NEW MEXICO",ALBUQUERQUE,NEW MEXICO,
2010-11-16 00:00:00,United States Citizen Interviewed,SONOMA CO./NORTH COUNTY,SANTA ROSA,CALIFORNIA,
2010-11-16 00:00:00,United States Citizen Interviewed,GEORGIA DEPT OF CORRECTIO,ATLANTA,GEORGIA,
2010-11-16 00:00:00,United States Citizen Interviewed,GEORGIA DEPT OF CORRECTIO,ATLANTA,GEORGIA,
2010-11-17 00:00:00,United States Citizen Interviewed,"US MARSHAL, SOUTHERN DISTRICT, TX",HOUSTON,TEXAS,
2010-11-26 00:00:00,United States Citizen Interviewed,GEORGIA DEPT OF CORRECTIO,ATLANTA,GEORGIA,
2010-11-28 00:00:00,United States Citizen Interviewed,SANTA RITA JAIL,DUBLIN,CALIFORNIA,
2010-11-29 00:00:00,United States Citizen Interviewed,SAN JOAQUIN COUNTY JAIL,FRENCH CAMP,CALIFORNIA,
2010-11-30 00:00:00,United States Citizen Interviewed,CARSWELL FED.MED.CTR,FORT WORTH,TEXAS,
2010-12-03 00:00:00,United States Citizen Interviewed,"RIKERS ISLAND, QUEENS, NY",ELMHURST,NEW YORK,
2010-12-13 00:00:00,United States Citizen Interviewed,RANDOLPH COUNTY JAIL,ASHEBORO,NORTH CAROLINA,
2010-12-14 00:00:00,United States Citizen Interviewed,BREVARD COUNTY JAIL COMPLEX,COCOA,FLORIDA,
2010-12-21 00:00:00,United States Citizen Interviewed,GEORGIA DEPT OF CORRECTIO,ATLANTA,GEORGIA,
2010-12-28 00:00:00,United States Citizen Interviewed,SAN JOAQUIN COUNTY JAIL,FRENCH CAMP,CALIFORNIA,
2010-12-29 00:00:00,United States Citizen Interviewed,SUTTER COUNTY JAIL,YUBA,CALIFORNIA,
2011-01-07 00:00:00,United States Citizen Interviewed,"ACI, CRANSTON RI",CRANSTON,RHODE ISLAND,
2011-01-11 00:00:00,United States Citizen Interviewed,FAIRFAX CO JAIL,FAIRFAX,VIRGINIA,
2011-01-20 00:00:00,United States Citizen Interviewed,STANISLAUS COUNTY JAIL,MODESTO,CALIFORNIA,
2011-01-27 00:00:00,United States Citizen Interviewed,ORANGE COUNTY JAIL,ORLANDO,FLORIDA,
2011-01-27 00:00:00,United States Citizen Interviewed,CUMBERLAND COUNTY JAIL,FAYETTEVILLE,NORTH CAROLINA,
2011-01-31 00:00:00,United States Citizen Interviewed,ASPC ALHAMBRA,PHOENIX,ARIZONA,
2011-02-13 00:00:00,United States Citizen Interviewed,SUMTER COUNTY JAIL,BUSHNELL,FLORIDA,
2011-02-14 00:00:00,United States Citizen Interviewed,SANTA BARBARA COUNTY JAIL,SANTA BARBARA,CALIFORNIA,
2011-02-14 00:00:00,United States Citizen Interviewed,"ACI, CRANSTON RI",CRANSTON,RHODE ISLAND,
2011-02-14 00:00:00,United States Citizen Interviewed,METROPOLITAN DETENTION CENTER,ALBUQUERQUE,NEW MEXICO,
2011-02-22 00:00:00,United States Citizen Interviewed,"US MARSHALS, S. DIST.,TX",LAREDO,TEXAS,
2011-02-25 00:00:00,United States Citizen Interviewed,GEORGIA DEPT OF CORRECTIO,ATLANTA,GEORGIA,
2011-02-25 00:00:00,United States Citizen Interviewed,"ACI, CRANSTON RI",CRANSTON,RHODE ISLAND,
2011-03-01 00:00:00,United States Citizen Interviewed,ALLENWOOD U.S.PEN.,WHITE DEER,PENNSYLVANIA,
2011-03-02 00:00:00,United States Citizen Interviewed,VALLEY STATE PRISON,CHOWCHILLA,CALIFORNIA,
2011-03-12 00:00:00,United States Citizen Interviewed,MIAMI FED.DET.CENTER,MIAMI,FLORIDA,
2011-03-22 00:00:00,United States Citizen Interviewed,WINNEBAGO COUNTY SHERIFF,ROCKFORD,ILLINOIS,
2011-03-22 00:00:00,United States Citizen Interviewed,ALLEGHENY CO. JAIL,PITTSBURGH,PENNSYLVANIA,
2011-03-24 00:00:00,United States Citizen Interviewed,CHARLESTON COUNTY CORRECT,NORTH CHARLESTO,SOUTH CAROLINA,
2011-03-29 00:00:00,United States Citizen Interviewed,STANISLAUS COUNTY JAIL,MODESTO,CALIFORNIA,
2011-03-30 00:00:00,United States Citizen Interviewed,STANISLAUS COUNTY JAIL,MODESTO,CALIFORNIA,
2011-03-31 00:00:00,United States Citizen Interviewed,HUNTSVILLE STATE P.,HUNTSVILLE,TEXAS,
2011-04-06 00:00:00,United States Citizen Interviewed,TULARE COUNTY JAIL,VISALIA,CALIFORNIA,
2011-04-06 00:00:00,United States Citizen Interviewed,TEHAMA COUNTY JAIL,RED BLUFF,CALIFORNIA,
2011-04-11 00:00:00,United States Citizen Interviewed,"ACI, CRANSTON RI",CRANSTON,RHODE ISLAND,
2011-04-13 00:00:00,United States Citizen Interviewed,FRESNO COUNTY JAIL,FRESNO,CALIFORNIA,
2011-04-14 00:00:00,United States Citizen Interviewed,MOUNTAINVIEW YOUTH C.F.,ANNANDALE,NEW JERSEY,
2011-04-14 00:00:00,United States Citizen Interviewed,GEORGIA DEPT OF CORRECTIO,ATLANTA,GEORGIA,
2011-04-18 00:00:00,United States Citizen Interviewed,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
2011-04-18 00:00:00,United States Citizen Interviewed,CSP-SAN QUENTIN,SAN QUENTIN,CALIFORNIA,
2011-04-19 00:00:00,United States Citizen Interviewed,PRINCE GEORGES CO DET CEN,UPPER MARLBORO,MARYLAND,
2011-04-22 00:00:00,United States Citizen Interviewed,SANTA CLARA CO MAIN JAIL/,SAN JOSE,CALIFORNIA,
2011-05-05 00:00:00,United States Citizen Interviewed,MULE CREEK STATE PRISON,IONE,CALIFORNIA,
2011-05-12 00:00:00,United States Citizen Interviewed,JEFFERSON COUNTY JAIL,GOLDEN,COLORADO,
2011-05-16 00:00:00,United States Citizen Interviewed,STANISLAUS COUNTY JAIL,MODESTO,CALIFORNIA,
2011-05-25 00:00:00,United States Citizen Interviewed,ALLENWOOD U.S.PEN.,WHITE DEER,PENNSYLVANIA,
2011-05-26 00:00:00,United States Citizen Interviewed,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
2011-05-31 00:00:00,United States Citizen Interviewed,TOOMBS COUNTY SHERIFF,LYONS,GEORGIA,
2011-06-01 00:00:00,United States Citizen Interviewed,"MCRAE CORRECTIONAL FACILITY, CCA",MCRAE,GEORGIA,
2011-07-11 00:00:00,United States Citizen Interviewed,STRAFFORD CO. CORRECTION,DOVER,NEW HAMPSHIRE,
2011-07-12 00:00:00,United States Citizen Interviewed,ASHLAND FED.CORR.INST.,ASHLAND,KENTUCKY,
2011-07-13 00:00:00,United States Citizen Interviewed,SANTA BARBARA COUNTY JAIL,SANTA BARBARA,CALIFORNIA,
2011-07-27 00:00:00,United States Citizen Interviewed,OTHER-OTHER FACILITY,,,
2011-07-28 00:00:00,United States Citizen Interviewed,CALIPATRIA STATE PRISON,CALIPATRIA,CALIFORNIA,
2011-07-28 00:00:00,United States Citizen Interviewed,MONTEREY CO. JAIL,SALINAS,CALIFORNIA,
2011-08-10 00:00:00,United States Citizen Interviewed,BROOKS COUNTY SHERIFF,QUITMAN,GEORGIA,
2011-08-12 00:00:00,United States Citizen Interviewed,CALIPATRIA STATE PRISON,CALIPATRIA,CALIFORNIA,
2011-08-16 00:00:00,United States Citizen Interviewed,"US MARSHAL, SOUTHERN DISTRICT, TX",HOUSTON,TEXAS,
2011-08-16 00:00:00,United States Citizen Interviewed,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-08-19 00:00:00,United States Citizen Interviewed,MOBERLY POLICE DEPT.,MOBERLY,MISSOURI,
2011-08-19 00:00:00,United States Citizen Interviewed,SAN JOAQUIN COUNTY JAIL,FRENCH CAMP,CALIFORNIA,
2011-08-19 00:00:00,United States Citizen Interviewed,"RIKERS ISLAND, QUEENS, NY",ELMHURST,NEW YORK,
2011-08-23 00:00:00,United States Citizen Interviewed,SCC/JAMESTOWN,JAMESTOWN,CALIFORNIA,
2011-08-25 00:00:00,United States Citizen Interviewed,HUNTSVILLE STATE P.,HUNTSVILLE,TEXAS,
2011-08-28 00:00:00,United States Citizen Interviewed,SOLANO CO. DET. FACILITY,FAIRFIELD,CALIFORNIA,
2011-09-10 00:00:00,United States Citizen Interviewed,DONA ANA COUNTY DETENTION FACILITY,LAS CRUCES,NEW MEXICO,
2011-09-12 00:00:00,United States Citizen Interviewed,SCI PINE GROVE,INDIANA,PENNSYLVANIA,
2011-09-13 00:00:00,United States Citizen Interviewed,FL DEPT OF CORRECTIONS,TALLAHASSEE,FLORIDA,
2011-09-16 00:00:00,United States Citizen Interviewed,LOS CUST CASE,LOS ANGELES,CALIFORNIA,
2011-09-18 00:00:00,United States Citizen Interviewed,ORANGE COUNTY JAIL,ORLANDO,FLORIDA,
2011-09-30 00:00:00,United States Citizen Interviewed,IRVING POLICE DEPT.,IRVING,TEXAS,
2011-10-01 00:00:00,United States Citizen Interviewed,"LANCASTER CNTY JAIL, PA",LANCASTER,PENNSYLVANIA,
2011-10-03 00:00:00,United States Citizen Interviewed,TEXAS DOC - MIDDLETON UNIT,ABILENE,TEXAS,
2011-10-04 00:00:00,United States Citizen Interviewed,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2011-10-05 00:00:00,United States Citizen Interviewed,HOLLIDAY TRANSFER UNIT,HUNTSVILLE,TEXAS,
2011-10-12 00:00:00,United States Citizen Interviewed,FDC HOUSTON,HOUSTON,TEXAS,
2011-10-12 00:00:00,United States Citizen Interviewed,GUILFORD COUNTY JAIL,GREENSBORO,NORTH CAROLINA,
2011-10-12 00:00:00,United States Citizen Interviewed,GUILFORD COUNTY JAIL,GREENSBORO,NORTH CAROLINA,
2011-10-13 00:00:00,United States Citizen Interviewed,GEORGIA DEPT OF CORRECTIO,ATLANTA,GEORGIA,
2011-10-14 00:00:00,United States Citizen Interviewed,CALIPATRIA STATE PRISON,CALIPATRIA,CALIFORNIA,
2011-10-18 00:00:00,United States Citizen Interviewed,"CALIF. MEN COLONY, WEST",SAN LUIS OBISPO,CALIFORNIA,
2011-10-25 00:00:00,United States Citizen Interviewed,DEUEL VOCATIONAL INSTITUT,TRACY,CALIFORNIA,
2011-10-28 00:00:00,United States Citizen Interviewed,PINAL COUNTY JAIL,FLORENCE,ARIZONA,
2011-10-31 00:00:00,United States Citizen Interviewed,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-11-02 00:00:00,United States Citizen Interviewed,LEWISBURG U.S. PEN.,LEWISBURG,PENNSYLVANIA,
2011-11-04 00:00:00,United States Citizen Interviewed,ADAMS COUNTY DET CENTER,NATCHEZ,MISSISSIPPI,
2011-11-04 00:00:00,United States Citizen Interviewed,CI EDEN,EDEN,TEXAS,
2011-11-04 00:00:00,United States Citizen Interviewed,MCKEAN FED.CORR.INST.,BRADFORD,PENNSYLVANIA,
2011-11-06 00:00:00,United States Citizen Interviewed,CSP-SACRAMENTO,FOLSOM,CALIFORNIA,
2011-11-10 00:00:00,United States Citizen Interviewed,CLAYTON COUNTY JAIL,JONESBORO,GEORGIA,
2011-11-12 00:00:00,United States Citizen Interviewed,HIDALGO COUNTY JAIL,EDINBURG,TEXAS,
2011-11-14 00:00:00,United States Citizen Interviewed,ASPC ALHAMBRA,PHOENIX,ARIZONA,
2011-11-15 00:00:00,United States Citizen Interviewed,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
2011-11-16 00:00:00,United States Citizen Interviewed,SAN JOAQUIN COUNTY JAIL,FRENCH CAMP,CALIFORNIA,
2011-11-18 00:00:00,United States Citizen Interviewed,ADAMS COUNTY DET CENTER,NATCHEZ,MISSISSIPPI,
2011-11-18 00:00:00,United States Citizen Interviewed,GEORGIA DEPT OF CORRECTIO,ATLANTA,GEORGIA,
2011-11-21 00:00:00,United States Citizen Interviewed,MARICOPA COUNTY JAIL,PHOENIX,ARIZONA,
2011-11-22 00:00:00,United States Citizen Interviewed,CIBOLA COUNTY DET CTR,GRANTS,NEW MEXICO,
2011-11-23 00:00:00,United States Citizen Interviewed,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
2011-11-25 00:00:00,United States Citizen Interviewed,FORSYTH COUNTY JAIL,WINSTON-SALEM,NORTH CAROLINA,
2011-12-01 00:00:00,United States Citizen Interviewed,FORSYTH COUNTY JAIL,WINSTON-SALEM,NORTH CAROLINA,
2011-12-02 00:00:00,United States Citizen Interviewed,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-12-05 00:00:00,United States Citizen Interviewed,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2011-12-12 00:00:00,United States Citizen Interviewed,HALL COUNTY JAIL,GAINESVILLE,GEORGIA,
2011-12-13 00:00:00,United States Citizen Interviewed,HUNTSVILLE STATE P.,HUNTSVILLE,TEXAS,
